dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRn-RT112,sizeFactor,COPS2,COPS2-10,T0,T0_1,3850.169508611008
CRISPRn-RT112,sizeFactor,RPL11,RPL11-4,T0,T0_1,5752.998947837836
CRISPRn-RT112,sizeFactor,RPL3,RPL3-2,T0,T0_1,4735.745587783337
CRISPRn-RT112,sizeFactor,PSMD11,PSMD11-10,T0,T0_1,2640.0367512079815
CRISPRn-RT112,sizeFactor,PSMC4,PSMC4-9,T0,T0_1,2971.0845630032923
CRISPRn-RT112,sizeFactor,NUP98,NUP98-8,T0,T0_1,4734.818282988393
CRISPRn-RT112,sizeFactor,NUP205,NUP205-10,T0,T0_1,2774.4959464749845
CRISPRn-RT112,sizeFactor,RPL36,RPL36-9,T0,T0_1,4801.584228224421
CRISPRn-RT112,sizeFactor,RPS19,RPS19-4,T0,T0_1,1287.0990553834486
CRISPRn-RT112,sizeFactor,POLA1,POLA1-2,T0,T0_1,3560.8504125882155
CRISPRn-RT112,sizeFactor,POLA1,POLA1-8,T0,T0_1,3056.396604138218
CRISPRn-RT112,sizeFactor,COPS6,COPS6-10,T0,T0_1,2615.9268265394153
CRISPRn-RT112,sizeFactor,NUP54,NUP54-4,T0,T0_1,2460.139620988681
CRISPRn-RT112,sizeFactor,POLR2A,POLR2A-8,T0,T0_1,1731.2780521620307
CRISPRn-RT112,sizeFactor,RPL6,RPL6-1,T0,T0_1,1043.2178943129536
CRISPRn-RT112,sizeFactor,NUP54,NUP54-20,T0,T0_1,3120.3806349894126
CRISPRn-RT112,sizeFactor,NUP205,NUP205-9,T0,T0_1,4943.461861850983
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-19,T0,T0_1,3375.389453599246
CRISPRn-RT112,sizeFactor,RPS13,RPS13-3,T0,T0_1,2783.768994424433
CRISPRn-RT112,sizeFactor,PSMC1,PSMC1-7,T0,T0_1,3852.0241182008976
CRISPRn-RT112,sizeFactor,COPS8,COPS8-9,T0,T0_1,4776.54699876091
CRISPRn-RT112,sizeFactor,NUP205,NUP205-4,T0,T0_1,7809.760983025508
CRISPRn-RT112,sizeFactor,POLR2F,POLR2F-10,T0,T0_1,5429.369574402083
CRISPRn-RT112,sizeFactor,NUP133,NUP133-8,T0,T0_1,2179.166268120392
CRISPRn-RT112,sizeFactor,NUP98,NUP98-3,T0,T0_1,3510.7759536611934
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-7,T0,T0_1,2571.416196382063
CRISPRn-RT112,sizeFactor,RPL27,RPL27-8,T0,T0_1,4669.906947342253
CRISPRn-RT112,sizeFactor,RPL5,RPL5-4,T0,T0_1,4320.313039648046
CRISPRn-RT112,sizeFactor,RPL18A,RPL18A-5,T0,T0_1,3886.334395613857
CRISPRn-RT112,sizeFactor,NUP98,NUP98-13,T0,T0_1,2649.30979915743
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-5,T0,T0_1,4413.04351914253
CRISPRn-RT112,sizeFactor,NUP98,NUP98-16,T0,T0_1,4329.586087597494
CRISPRn-RT112,sizeFactor,COPS6,COPS6-4,T0,T0_1,4301.766943749149
CRISPRn-RT112,sizeFactor,PSMD6,PSMD6-11,T0,T0_1,2134.6556379630397
CRISPRn-RT112,sizeFactor,NUP98,NUP98-4,T0,T0_1,7988.730808449864
CRISPRn-RT112,sizeFactor,PSMC4,PSMC4-1,T0,T0_1,3997.6109710072387
CRISPRn-RT112,sizeFactor,RPS7,RPS7-6,T0,T0_1,2651.1644087473196
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-17,T0,T0_1,715.8793016974224
CRISPRn-RT112,sizeFactor,POLR2A,POLR2A-9,T0,T0_1,1014.4714456696635
CRISPRn-RT112,sizeFactor,PSMC4,PSMC4-8,T0,T0_1,1713.6592610580785
CRISPRn-RT112,sizeFactor,COPS2,COPS2-5,T0,T0_1,590.693154379868
CRISPRn-RT112,sizeFactor,PSMC1,PSMC1-5,T0,T0_1,4541.938885639865
CRISPRn-RT112,sizeFactor,RPL3,RPL3-8,T0,T0_1,2905.245922562208
CRISPRn-RT112,sizeFactor,RPS11,RPS11-9,T0,T0_1,3644.307844133252
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-22,T0,T0_1,6529.153061206673
CRISPRn-RT112,sizeFactor,RPS24,RPS24-10,T0,T0_1,9046.785579481935
CRISPRn-RT112,sizeFactor,PSMD11,PSMD11-7,T0,T0_1,2248.7141277412557
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-5,T0,T0_1,2293.2247578986085
CRISPRn-RT112,sizeFactor,PSMC4,PSMC4-10,T0,T0_1,3191.783104200166
CRISPRn-RT112,sizeFactor,PSMD6,PSMD6-15,T0,T0_1,1979.7957372072499
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-13,T0,T0_1,2796.7512615536607
CRISPRn-RT112,sizeFactor,COPA,COPA-3,T0,T0_1,4482.591378763394
CRISPRn-RT112,sizeFactor,RPL3,RPL3-6,T0,T0_1,4257.256313591796
CRISPRn-RT112,sizeFactor,RPS24,RPS24-6,T0,T0_1,5255.036272952452
CRISPRn-RT112,sizeFactor,COPS8,COPS8-6,T0,T0_1,2136.5102475529293
CRISPRn-RT112,sizeFactor,RPS24,RPS24-4,T0,T0_1,7566.807126749957
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-6,T0,T0_1,5994.098194523496
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-21,T0,T0_1,2120.746066038867
CRISPRn-RT112,sizeFactor,COPS8,COPS8-15,T0,T0_1,7151.374578614666
CRISPRn-RT112,sizeFactor,RPL3,RPL3-7,T0,T0_1,3683.2546455209354
CRISPRn-RT112,sizeFactor,NUP98,NUP98-10,T0,T0_1,6744.287773633878
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-14,T0,T0_1,3379.098672779025
CRISPRn-RT112,sizeFactor,RPS24,RPS24-8,T0,T0_1,5165.087707842802
CRISPRn-RT112,sizeFactor,RPL9,RPL9-10,T0,T0_1,1312.1362848469596
CRISPRn-RT112,sizeFactor,RPL3,RPL3-1,T0,T0_1,2400.7921141122106
CRISPRn-RT112,sizeFactor,RPL27,RPL27-7,T0,T0_1,1837.9181035806882
CRISPRn-RT112,sizeFactor,RPL3,RPL3-3,T0,T0_1,7400.81956845483
CRISPRn-RT112,sizeFactor,RPL34,RPL34-6,T0,T0_1,3180.6554466608277
CRISPRn-RT112,sizeFactor,NUP98,NUP98-9,T0,T0_1,2090.145007805687
CRISPRn-RT112,sizeFactor,COPS8,COPS8-14,T0,T0_1,4347.204878701446
CRISPRn-RT112,sizeFactor,RPS3A,RPS3A-6,T0,T0_1,1502.2337678106533
CRISPRn-RT112,sizeFactor,PSMC2,PSMC2-5,T0,T0_1,1374.2657061082643
CRISPRn-RT112,sizeFactor,RPS27,RPS27-2,T0,T0_1,3434.736960475716
CRISPRn-RT112,sizeFactor,PSMD7,PSMD7-3,T0,T0_1,5653.777334778737
CRISPRn-RT112,sizeFactor,RPS9,RPS9-6,T0,T0_1,885.5760791723296
CRISPRn-RT112,sizeFactor,RPL11,RPL11-6,T0,T0_1,2883.9179122784767
CRISPRn-RT112,sizeFactor,RPS8,RPS8-3,T0,T0_1,4331.440697187384
CRISPRn-RT112,sizeFactor,NUP133,NUP133-10,T0,T0_1,3732.401799653012
CRISPRn-RT112,sizeFactor,RPL5,RPL5-1,T0,T0_1,4387.078984884075
CRISPRn-RT112,sizeFactor,POLR2D,POLR2D-5,T0,T0_1,4521.5381801510775
CRISPRn-RT112,sizeFactor,RPS27,RPS27-4,T0,T0_1,6798.998756535623
CRISPRn-RT112,sizeFactor,NUP98,NUP98-11,T0,T0_1,4358.332536240784
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-15,T0,T0_1,3989.265227852735
CRISPRn-RT112,sizeFactor,NUP54,NUP54-10,T0,T0_1,2132.8010283731496
CRISPRn-RT112,sizeFactor,RPS24,RPS24-13,T0,T0_1,3463.4834091190064
CRISPRn-RT112,sizeFactor,RPS11,RPS11-4,T0,T0_1,3195.4923233799454
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-16,T0,T0_1,5709.415622475428
CRISPRn-RT112,sizeFactor,PSMD7,PSMD7-6,T0,T0_1,1937.139716639787
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-7,T0,T0_1,2756.877155371032
CRISPRn-RT112,sizeFactor,NUP54,NUP54-16,T0,T0_1,2363.699922314417
CRISPRn-RT112,sizeFactor,COPS6,COPS6-3,T0,T0_1,1748.8968432659829
CRISPRn-RT112,sizeFactor,COPS8,COPS8-1,T0,T0_1,4778.4016083508
CRISPRn-RT112,sizeFactor,NUP205,NUP205-3,T0,T0_1,4081.068402552275
CRISPRn-RT112,sizeFactor,PSMC1,PSMC1-3,T0,T0_1,5548.0645881550245
CRISPRn-RT112,sizeFactor,NUP54,NUP54-9,T0,T0_1,4904.5150604633
CRISPRn-RT112,sizeFactor,RPL36,RPL36-4,T0,T0_1,3794.531220914317
CRISPRn-RT112,sizeFactor,POLA1,POLA1-9,T0,T0_1,3359.6252720851835
CRISPRn-RT112,sizeFactor,COPS8,COPS8-16,T0,T0_1,2409.1378572667145
CRISPRn-RT112,sizeFactor,NUP205,NUP205-6,T0,T0_1,6577.372910543805
CRISPRn-RT112,sizeFactor,POLR2F,POLR2F-7,T0,T0_1,5976.479403419544
CRISPRn-RT112,sizeFactor,RPS11,RPS11-6,T0,T0_1,4224.800645768726
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-9,T0,T0_1,4477.027549993725
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-8,T0,T0_1,3737.965628422681
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-2,T0,T0_1,6841.654777103086
CRISPRn-RT112,sizeFactor,RPS7,RPS7-4,T0,T0_1,3237.2210391524636
CRISPRn-RT112,sizeFactor,RPS8,RPS8-1,T0,T0_1,4704.217224755213
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-10,T0,T0_1,5446.988365506036
CRISPRn-RT112,sizeFactor,RPL3,RPL3-5,T0,T0_1,5680.669173832137
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-8,T0,T0_1,3916.008149052092
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-10,T0,T0_1,3279.8770597199264
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-11,T0,T0_1,3768.5666866558613
CRISPRn-RT112,sizeFactor,POLA1,POLA1-10,T0,T0_1,4994.46362557295
CRISPRn-RT112,sizeFactor,POLR2F,POLR2F-4,T0,T0_1,2675.274333415886
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-10,T0,T0_1,3362.407186470018
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-8,T0,T0_1,2073.4535214966795
CRISPRn-RT112,sizeFactor,RPL9,RPL9-4,T0,T0_1,794.7002092677345
CRISPRn-RT112,sizeFactor,COPS8,COPS8-5,T0,T0_1,3351.2795289306796
CRISPRn-RT112,sizeFactor,NUP98,NUP98-15,T0,T0_1,4073.649964192716
CRISPRn-RT112,sizeFactor,RPS24,RPS24-3,T0,T0_1,4030.993943625253
CRISPRn-RT112,sizeFactor,RPS19,RPS19-1,T0,T0_1,4850.731382356498
CRISPRn-RT112,sizeFactor,RPL9,RPL9-5,T0,T0_1,1261.134521124993
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-1,T0,T0_1,2103.1272749349146
CRISPRn-RT112,sizeFactor,KRT25,KRT25-2,T0,T0_1,2627.9817888736984
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-5,T0,T0_1,4608.704830875893
CRISPRn-RT112,sizeFactor,TPH2,TPH2-8,T0,T0_1,1906.538658406607
CRISPRn-RT112,sizeFactor,RPS8,RPS8-9,T0,T0_1,7401.746873249775
CRISPRn-RT112,sizeFactor,RPL30,RPL30-2,T0,T0_1,3418.9727789616536
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-4,T0,T0_1,3135.2175117085303
CRISPRn-RT112,sizeFactor,NPSR1,NPSR1-10,T0,T0_1,3501.502905711745
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-5,T0,T0_1,6569.027167389301
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-14,T0,T0_1,1578.272760996131
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-10,T0,T0_1,7138.392311485438
CRISPRn-RT112,sizeFactor,RPL5,RPL5-9,T0,T0_1,5831.819855408147
CRISPRn-RT112,sizeFactor,POLR2D,POLR2D-10,T0,T0_1,2833.8434533514546
CRISPRn-RT112,sizeFactor,RPTN,RPTN-4,T0,T0_1,992.2161305909871
CRISPRn-RT112,sizeFactor,COPS8,COPS8-13,T0,T0_1,5470.1709853796565
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-5,T0,T0_1,3833.4780223020007
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-9,T0,T0_1,4178.435406021484
CRISPRn-RT112,sizeFactor,RPL30,RPL30-9,T0,T0_1,5469.243680584712
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-4,T0,T0_1,6990.023544294262
CRISPRn-RT112,sizeFactor,RPL27,RPL27-9,T0,T0_1,3584.0330324618367
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-3,T0,T0_1,3230.7299055878493
CRISPRn-RT112,sizeFactor,KRT25,KRT25-3,T0,T0_1,5709.415622475428
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-5,T0,T0_1,3820.4957551727725
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-3,T0,T0_1,1882.4287337380408
CRISPRn-RT112,sizeFactor,IL22,IL22-2,T0,T0_1,1036.7267607483398
CRISPRn-RT112,sizeFactor,COPS2,COPS2-1,T0,T0_1,5291.201159955302
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-7,T0,T0_1,3622.052529054575
CRISPRn-RT112,sizeFactor,NUP54,NUP54-2,T0,T0_1,3245.566782306967
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-8,T0,T0_1,5227.217129104107
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-4,T0,T0_1,4232.219084128285
CRISPRn-RT112,sizeFactor,NUP93,NUP93-5,T0,T0_1,4155.252786147863
CRISPRn-RT112,sizeFactor,KRT25,KRT25-4,T0,T0_1,3696.236912650163
CRISPRn-RT112,sizeFactor,RPS11,RPS11-8,T0,T0_1,881.8668599925502
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-8,T0,T0_1,1246.2976444058754
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-6,T0,T0_1,4656.924680213026
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-1,T0,T0_1,1275.0440930491657
CRISPRn-RT112,sizeFactor,KRT74,KRT74-7,T0,T0_1,4944.3891666459285
CRISPRn-RT112,sizeFactor,POLA1,POLA1-6,T0,T0_1,2996.121792466803
CRISPRn-RT112,sizeFactor,OC90,OC90-1,T0,T0_1,222.55315078676347
CRISPRn-RT112,sizeFactor,NPHS2,NPHS2-5,T0,T0_1,2565.8523676123937
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-7,T0,T0_1,6185.122982282134
CRISPRn-RT112,sizeFactor,COPS2,COPS2-8,T0,T0_1,5127.995516045008
CRISPRn-RT112,sizeFactor,NPHS2,NPHS2-2,T0,T0_1,5319.020303803647
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-2,T0,T0_1,2995.194487671858
CRISPRn-RT112,sizeFactor,OC90,OC90-6,T0,T0_1,5228.144433899051
CRISPRn-RT112,sizeFactor,NUP93,NUP93-3,T0,T0_1,3268.7494021805883
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-10,T0,T0_1,4530.811228100526
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-6,T0,T0_1,2599.2353402304084
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-2,T0,T0_1,4273.020495105859
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-9,T0,T0_1,1426.1947746251758
CRISPRn-RT112,sizeFactor,KRT74,KRT74-10,T0,T0_1,5357.96710519133
CRISPRn-RT112,sizeFactor,RPL30,RPL30-3,T0,T0_1,4580.885687027548
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-10,T0,T0_1,4039.339686779757
CRISPRn-RT112,sizeFactor,COPS6,COPS6-9,T0,T0_1,5878.18509515539
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-6,T0,T0_1,4151.543566968084
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-1,T0,T0_1,4188.635758765878
CRISPRn-RT112,sizeFactor,LHX5,LHX5-3,T0,T0_1,1989.0687851566984
CRISPRn-RT112,sizeFactor,FAM71B,FAM71B-9,T0,T0_1,5357.0398003963855
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-5,T0,T0_1,3755.584419526633
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-1,T0,T0_1,4165.453138892256
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-7,T0,T0_1,3406.9178166273705
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-3,T0,T0_1,4486.300597943174
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-6,T0,T0_1,3415.2635597818744
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-8,T0,T0_1,3354.9887481104593
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-9,T0,T0_1,4011.5205429314115
CRISPRn-RT112,sizeFactor,OC90,OC90-8,T0,T0_1,1801.753216577839
CRISPRn-RT112,sizeFactor,OC90,OC90-7,T0,T0_1,3431.9550460908813
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-7,T0,T0_1,1329.7550759509118
CRISPRn-RT112,sizeFactor,RPS24,RPS24-11,T0,T0_1,4577.176467847768
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-1,T0,T0_1,5723.3251943996
CRISPRn-RT112,sizeFactor,SAGE1,SAGE1-9,T0,T0_1,2051.1982064180033
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-7,T0,T0_1,2401.7194189071556
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-1,T0,T0_1,4202.54533069005
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-9,T0,T0_1,988.5069114112077
CRISPRn-RT112,sizeFactor,TAAR8,TAAR8-6,T0,T0_1,2094.781531780411
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-3,T0,T0_1,2427.6839531656115
CRISPRn-RT112,sizeFactor,RPTN,RPTN-9,T0,T0_1,7196.812513566963
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-8,T0,T0_1,3411.5543406020947
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-4,T0,T0_1,5227.217129104107
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-9,T0,T0_1,3174.164313096214
CRISPRn-RT112,sizeFactor,RPS24,RPS24-12,T0,T0_1,6593.137092057867
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-4,T0,T0_1,2530.6147854044893
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-7,T0,T0_1,5370.949372320558
CRISPRn-RT112,sizeFactor,COPS8,COPS8-11,T0,T0_1,2385.9552373930933
CRISPRn-RT112,sizeFactor,OC90,OC90-9,T0,T0_1,3048.9781657786593
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-9,T0,T0_1,3201.9834569445593
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-4,T0,T0_1,1719.2230898277478
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-6,T0,T0_1,2730.9126211125767
CRISPRn-RT112,sizeFactor,RPL35A,RPL35A-7,T0,T0_1,3961.4460840043894
CRISPRn-RT112,sizeFactor,COPS2,COPS2-7,T0,T0_1,3506.139429686469
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-17,T0,T0_1,2087.3630934208522
CRISPRn-RT112,sizeFactor,CABP5,CABP5-7,T0,T0_1,2950.6838575145057
CRISPRn-RT112,sizeFactor,COPS8,COPS8-8,T0,T0_1,5369.094762730669
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-2,T0,T0_1,963.4696819476968
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-6,T0,T0_1,4131.142861479297
CRISPRn-RT112,sizeFactor,ADH7,ADH7-8,T0,T0_1,1189.7320519142397
CRISPRn-RT112,sizeFactor,TGM6,TGM6-4,T0,T0_1,2070.671607111845
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-11,T0,T0_1,3016.5224979555896
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-3,T0,T0_1,3509.848648866249
CRISPRn-RT112,sizeFactor,TPH2,TPH2-3,T0,T0_1,2628.9090936686434
CRISPRn-RT112,sizeFactor,TRIM42,TRIM42-3,T0,T0_1,3370.7529296245216
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-9,T0,T0_1,3582.1784228719466
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-5,T0,T0_1,4588.304125387107
CRISPRn-RT112,sizeFactor,KRT9,KRT9-1,T0,T0_1,3358.6979672902385
CRISPRn-RT112,sizeFactor,ADH7,ADH7-1,T0,T0_1,3678.618121546211
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-4,T0,T0_1,1709.0227370833543
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-8,T0,T0_1,1492.03341506626
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-4,T0,T0_1,3737.038323627736
CRISPRn-RT112,sizeFactor,RPL9,RPL9-1,T0,T0_1,3426.3912173212125
CRISPRn-RT112,sizeFactor,KRT74,KRT74-6,T0,T0_1,2446.2300490645084
CRISPRn-RT112,sizeFactor,CABP5,CABP5-9,T0,T0_1,4277.657019080582
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-2,T0,T0_1,1687.694726799623
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-10,T0,T0_1,3815.8592311980483
CRISPRn-RT112,sizeFactor,KRT9,KRT9-2,T0,T0_1,5078.848361912931
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-6,T0,T0_1,4724.617930244
CRISPRn-RT112,sizeFactor,RPS7,RPS7-7,T0,T0_1,2858.8806828149654
CRISPRn-RT112,sizeFactor,RPL9,RPL9-8,T0,T0_1,968.106205922421
CRISPRn-RT112,sizeFactor,IL22,IL22-9,T0,T0_1,5151.178135918629
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-3,T0,T0_1,5013.009721471847
CRISPRn-RT112,sizeFactor,ADH7,ADH7-4,T0,T0_1,2050.2709016230583
CRISPRn-RT112,sizeFactor,KRT9,KRT9-5,T0,T0_1,3546.9408406640428
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-1,T0,T0_1,1835.1361891958536
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-2,T0,T0_1,1569.9270178416273
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-6,T0,T0_1,5692.72413616642
CRISPRn-RT112,sizeFactor,RPL30,RPL30-10,T0,T0_1,3225.1660768181805
CRISPRn-RT112,sizeFactor,PSMC2,PSMC2-10,T0,T0_1,3612.7794811051267
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-4,T0,T0_1,5989.4616705487715
CRISPRn-RT112,sizeFactor,COPS2,COPS2-2,T0,T0_1,5169.724231817526
CRISPRn-RT112,sizeFactor,TRIM42,TRIM42-7,T0,T0_1,5434.933403171753
CRISPRn-RT112,sizeFactor,NLRP5,NLRP5-9,T0,T0_1,2877.4267787138624
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-6,T0,T0_1,4629.10553636468
CRISPRn-RT112,sizeFactor,MAGEB3,MAGEB3-3,T0,T0_1,2132.8010283731496
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-6,T0,T0_1,3291.0047172592645
CRISPRn-RT112,sizeFactor,FAM71B,FAM71B-7,T0,T0_1,3517.2670872258077
CRISPRn-RT112,sizeFactor,VN1R2,VN1R2-3,T0,T0_1,3339.224566596397
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-8,T0,T0_1,4580.885687027548
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-9,T0,T0_1,2747.6041074215836
CRISPRn-RT112,sizeFactor,OR12D2,OR12D2-6,T0,T0_1,2600.162645025353
CRISPRn-RT112,sizeFactor,PSMD6,PSMD6-2,T0,T0_1,2245.932213356421
CRISPRn-RT112,sizeFactor,POU4F2,POU4F2-1,T0,T0_1,1862.0280282492542
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-7,T0,T0_1,3559.9231077932704
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-6,T0,T0_1,2564.9250628174486
CRISPRn-RT112,sizeFactor,MAGEB3,MAGEB3-6,T0,T0_1,4215.527597819278
CRISPRn-RT112,sizeFactor,TGM6,TGM6-11,T0,T0_1,2381.318713418369
CRISPRn-RT112,sizeFactor,CABP5,CABP5-5,T0,T0_1,3805.6588784536552
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-9,T0,T0_1,1994.6326139263674
CRISPRn-RT112,sizeFactor,COPS8,COPS8-3,T0,T0_1,6217.578650105204
CRISPRn-RT112,sizeFactor,POU4F2,POU4F2-9,T0,T0_1,2927.5012376408845
CRISPRn-RT112,sizeFactor,TPH2,TPH2-5,T0,T0_1,5226.289824309162
CRISPRn-RT112,sizeFactor,TPH2,TPH2-4,T0,T0_1,2474.9764977077984
CRISPRn-RT112,sizeFactor,IL22,IL22-7,T0,T0_1,3316.9692515177203
CRISPRn-RT112,sizeFactor,RPL35A,RPL35A-3,T0,T0_1,3542.3043166893185
CRISPRn-RT112,sizeFactor,RPS24,RPS24-2,T0,T0_1,2954.393076694285
CRISPRn-RT112,sizeFactor,RPTN,RPTN-10,T0,T0_1,3967.9372175690037
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-1,T0,T0_1,897.6310415066126
CRISPRn-RT112,sizeFactor,RPL5,RPL5-7,T0,T0_1,4714.417577499606
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-9,T0,T0_1,4549.357323999423
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-7,T0,T0_1,4082.9230121421647
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-2,T0,T0_1,3541.3770118943735
CRISPRn-RT112,sizeFactor,KRT25,KRT25-5,T0,T0_1,5931.041468467246
CRISPRn-RT112,sizeFactor,DEFB129,DEFB129-10,T0,T0_1,3254.8398302564156
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-1,T0,T0_1,4223.8733409737815
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-8,T0,T0_1,8118.553479742142
CRISPRn-RT112,sizeFactor,OR12D2,OR12D2-7,T0,T0_1,2230.1680318423587
CRISPRn-RT112,sizeFactor,RPL5,RPL5-10,T0,T0_1,6084.046759633146
CRISPRn-RT112,sizeFactor,RPL34,RPL34-2,T0,T0_1,1709.9500418782993
CRISPRn-RT112,sizeFactor,OC90,OC90-4,T0,T0_1,1979.7957372072499
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-8,T0,T0_1,6035.826910296014
CRISPRn-RT112,sizeFactor,IL22,IL22-3,T0,T0_1,5278.218892826073
CRISPRn-RT112,sizeFactor,KRT9,KRT9-4,T0,T0_1,1866.6645522239785
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-9,T0,T0_1,6093.319807582595
CRISPRn-RT112,sizeFactor,NPSR1,NPSR1-7,T0,T0_1,2565.8523676123937
